word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
celebration,ceremony,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
menu,order,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
king,princess,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wealth,prestige,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
endurance,strength,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
danger,threat,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
god,priest,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar
men,fraternity,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
buddy,companion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
teacher,helper,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
body,stomach,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
tongue,throat,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
house,carpet,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,dissimilar
intelligence,skill,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
journey,conquest,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
god,prey,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,similar,dissimilar
brother,soul,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
adversary,opponent,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
death,catastrophe,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
monster,demon,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
day,morning,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
man,victor,similar,similar,very dissimilar,similar,similar,similar,neutral,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar
friend,guy,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
song,story,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
ray,sunshine,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
guy,stud,dissimilar,very dissimilar,neutral,similar,dissimilar,neutral,neutral,neutral,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,similar,dissimilar
chicken,rice,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,very dissimilar,dissimilar,similar,similar,similar,similar,similar,neutral
box,elevator,dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar
butter,potato,similar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
apartment,furniture,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,very similar
lake,swamp,similar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar
salad,vinegar,similar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,similar,very similar
flower,bulb,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cloud,mist,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
driver,pilot,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
sugar,honey,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
body,shoulder,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
idea,image,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
father,brother,similar,similar,similar,similar,similar,very similar,similar,neutral,similar,similar,neutral,similar,similar,similar,very similar
moon,planet,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
ball,costume,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
rail,fence,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
room,bed,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
flower,bush,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bone,knee,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
arm,knee,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
bottom,side,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
vessel,vein,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar
cat,rabbit,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
meat,sandwich,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,neutral
belief,concept,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar
intelligence,insight,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
attention,interest,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
attitude,confidence,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
right,justice,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
argument,agreement,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
depth,magnitude,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
medium,news,dissimilar,similar,neutral,similar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar
winner,candidate,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
birthday,date,dissimilar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar
fee,payment,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bible,hymn,dissimilar,similar,similar,similar,dissimilar,very similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar
exit,doorway,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
man,sentry,similar,similar,similar,similar,dissimilar,similar,similar,neutral,similar,dissimilar,dissimilar,similar,similar,similar,very dissimilar
aisle,hall,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
whiskey,gin,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
blood,marrow,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar
oil,mink,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar
floor,deck,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,similar
roof,floor,similar,similar,similar,dissimilar,similar,similar,dissimilar,dissimilar,similar,similar,neutral,similar,very dissimilar,similar,similar
door,floor,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,similar
shoulder,head,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wagon,carriage,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
car,carriage,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
elbow,ankle,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wealth,fame,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
sorrow,shame,similar,similar,similar,similar,similar,neutral,very similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
administration,management,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
communication,conversation,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar
pollution,atmosphere,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar
anatomy,biology,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
college,profession,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar
book,topic,neutral,dissimilar,similar,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,dissimilar,neutral,dissimilar
formula,equation,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
book,information,dissimilar,similar,similar,similar,similar,similar,dissimilar,dissimilar,neutral,dissimilar,similar,similar,neutral,neutral,similar
boy,partner,dissimilar,dissimilar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
sky,universe,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,neutral,neutral
population,people,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
college,class,similar,similar,neutral,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar
chief,mayor,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar
rabbi,minister,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,very similar
meter,inch,similar,neutral,very dissimilar,dissimilar,similar,neutral,similar,dissimilar,similar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar
polyester,cotton,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
lawyer,banker,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
violin,instrument,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
camp,cabin,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
pot,appliance,similar,similar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar
linen,fabric,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
whiskey,champagne,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar
girl,child,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cottage,cabin,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bird,hen,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
racket,noise,similar,similar,dissimilar,similar,dissimilar,neutral,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,dissimilar,dissimilar
sunset,evening,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
drizzle,rain,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
adult,baby,dissimilar,dissimilar,very dissimilar,similar,similar,dissimilar,neutral,similar,similar,similar,dissimilar,dissimilar,very dissimilar,dissimilar,similar
charcoal,coal,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
body,spine,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,similar
head,nail,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar
log,timber,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
spoon,cup,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar
body,nerve,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,similar
man,husband,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
bone,neck,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
frustration,anger,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
river,sea,similar,similar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar
task,job,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
club,society,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
reflection,image,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
prince,king,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
snow,weather,similar,similar,similar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar
people,party,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
boy,brother,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
root,grass,dissimilar,dissimilar,very dissimilar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
brow,eye,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
money,pearl,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar
money,diamond,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar
vehicle,bus,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar
cab,bus,similar,similar,very similar,similar,very similar,similar,similar,very similar,similar,similar,similar,very similar,very similar,very similar,similar
house,barn,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar
finger,palm,similar,neutral,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,neutral,similar,neutral
car,bridge,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar
effort,difficulty,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,neutral,dissimilar,similar,similar,similar,similar
fact,insight,dissimilar,dissimilar,neutral,similar,neutral,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar
job,management,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,neutral
cancer,sickness,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,very similar,similar,similar
word,newspaper,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar
composer,writer,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,dissimilar,similar,similar,neutral
actor,singer,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
shelter,hut,dissimilar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,neutral,similar,similar
bathroom,kitchen,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral
cabin,hut,dissimilar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,neutral,similar,similar
door,kitchen,similar,similar,dissimilar,neutral,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar
value,belief,similar,similar,dissimilar,similar,neutral,similar,similar,neutral,neutral,dissimilar,dissimilar,neutral,similar,similar,neutral
wisdom,intelligence,neutral,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
ignorance,intelligence,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar
happiness,luck,similar,similar,similar,dissimilar,similar,similar,similar,neutral,neutral,dissimilar,dissimilar,similar,similar,neutral,neutral
idea,scheme,similar,similar,neutral,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,similar
mood,emotion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
happiness,peace,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
despair,misery,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very similar,similar
logic,arithmetic,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
denial,confession,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
argument,criticism,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
aggression,hostility,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,very similar,very similar,similar
hysteria,confusion,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar
chemistry,theory,dissimilar,neutral,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar
trial,verdict,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
comfort,safety,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
confidence,self,similar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,similar,similar,neutral,similar,similar,similar,similar,similar,dissimilar
vision,perception,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
era,decade,similar,similar,dissimilar,similar,similar,neutral,similar,similar,similar,neutral,similar,similar,similar,similar,similar
biography,fiction,dissimilar,dissimilar,similar,similar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,similar,similar,dissimilar
discussion,argument,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
code,symbol,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,neutral,dissimilar
danger,disease,similar,similar,similar,similar,similar,dissimilar,similar,neutral,similar,similar,similar,similar,similar,similar,similar
accident,catastrophe,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
journey,trip,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
activity,movement,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
gossip,news,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,neutral,dissimilar,similar,similar,similar,similar
father,god,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,similar,similar,similar
action,course,similar,similar,neutral,similar,similar,similar,similar,dissimilar,similar,neutral,similar,neutral,similar,neutral,neutral
fever,illness,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
aviation,flight,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
game,action,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
molecule,air,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar
home,state,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar
word,literature,similar,neutral,similar,neutral,neutral,neutral,similar,dissimilar,neutral,neutral,neutral,similar,similar,similar,neutral
adult,guardian,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar
newspaper,information,similar,similar,dissimilar,dissimilar,neutral,similar,dissimilar,neutral,similar,similar,similar,similar,similar,similar,similar
communication,television,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cousin,uncle,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
author,reader,very similar,very similar,similar,similar,very similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
guy,partner,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,neutral,similar,similar
area,corner,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,similar
ballad,song,very similar,very similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
wall,decoration,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
word,page,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
nurse,scientist,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
politician,president,similar,very similar,similar,similar,very similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
president,mayor,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
book,essay,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
man,warrior,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
article,journal,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
breakfast,supper,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,neutral,similar,similar
crowd,parade,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
aisle,hallway,very similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
teacher,rabbi,dissimilar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
hip,lip,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
book,article,very similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
room,cell,neutral,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
box,booth,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
daughter,kid,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,dissimilar,similar,similar
limb,leg,similar,very similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
liver,lung,very similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
classroom,hallway,dissimilar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
mountain,ledge,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
car,elevator,similar,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar
bed,couch,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
clothes,button,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
clothes,coat,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
kidney,organ,very similar,very similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
apple,sauce,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
chicken,steak,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
car,hose,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar
tobacco,cigarette,very similar,very similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
student,professor,similar,very similar,similar,similar,similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
baby,daughter,very similar,very similar,similar,similar,very similar,very similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
pipe,cigar,very similar,very similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
milk,juice,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
box,cigar,dissimilar,very dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,dissimilar
apartment,hotel,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cup,cone,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar
horse,ox,similar,very dissimilar,dissimilar,similar,similar,very dissimilar,very dissimilar,very similar,similar,similar,similar,dissimilar,similar,similar,similar
throat,nose,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bone,teeth,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar
bone,elbow,dissimilar,dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
bacon,bean,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral
cup,jar,neutral,neutral,dissimilar,neutral,similar,similar,dissimilar,similar,similar,neutral,neutral,neutral,dissimilar,dissimilar,neutral
