word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
man,oom,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,neutraal,ongelijk,zeer ongelijk,neutraal,gelijk
appel,sap,zeer gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,zeer gelijk,ongelijk,neutraal,ongelijk,ongelijk
intelligentie,logica,gelijk,zeer ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,zeer ongelijk,neutraal,zeer gelijk,ongelijk,zeer ongelijk,gelijk,gelijk,neutraal
communicatie,taal,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk
nerts,bont,zeer ongelijk,ongelijk,neutraal,zeer gelijk,neutraal,gelijk,gelijk,ongelijk,zeer gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,zeer gelijk
bende,menigte,neutraal,gelijk,gelijk,gelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,neutraal
oever,kust,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk
pijpleiding,kabel,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
vogel,kalkoen,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
bed,wieg,ongelijk,gelijk,gelijk,gelijk,neutraal,ongelijk,neutraal,neutraal,ongelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk
competentie,vermogen,ongelijk,neutraal,gelijk,ongelijk,gelijk,gelijk,neutraal,neutraal,ongelijk,neutraal,zeer gelijk,ongelijk,gelijk,neutraal,neutraal
wolk,nevel,zeer gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk
avondeten,maaltijd,zeer gelijk,neutraal,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,neutraal,gelijk
balk,kooi,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
water,zout,ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,ongelijk
gevoel,intuïtie,zeer gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,neutraal,gelijk,gelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk
situatie,omstandigheid,gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk
misdaad,diefstal,neutraal,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk,gelijk
stijl,mode,gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal,gelijk,neutraal,ongelijk,zeer gelijk,gelijk,neutraal,neutraal,gelijk,gelijk
rand,grens,zeer gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk
arm,lichaam,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,zeer gelijk
boot,auto,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
broodje,lunch,gelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,neutraal,gelijk,ongelijk,zeer gelijk,zeer gelijk,neutraal,neutraal,gelijk,gelijk
bruid,prinses,zeer ongelijk,neutraal,gelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer gelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk
heldin,held,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal
auto,meter,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk
insect,bij,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,neutraal,ongelijk,neutraal,zeer gelijk,neutraal,ongelijk,neutraal,ongelijk
kinderbed,wieg,neutraal,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk
dier,persoon,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal
marihuana,kruid,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk
bed,ziekenhuis,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
wang,tong,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,neutraal
cd,computer,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
bocht,hoek,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,ongelijk,neutraal
gras,mos,gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,neutraal,neutraal,neutraal
school,wet,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
voet,hoofd,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk
moeder,beschermer,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,neutraal
orthodontist,tandarts,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal
alcohol,whisky,gelijk,neutraal,gelijk,neutraal,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal,zeer gelijk,neutraal,gelijk
mond,tand,neutraal,neutraal,gelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,zeer gelijk,neutraal
ontbijt,spek,ongelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk
badkamer,slaapkamer,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,ongelijk,gelijk
bord,kom,gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal,neutraal
vlees,brood,ongelijk,neutraal,gelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk
lucht,helium,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,neutraal,neutraal
arbeider,werkgever,ongelijk,ongelijk,ongelijk,neutraal,gelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk
lichaam,borst,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,zeer gelijk,ongelijk,gelijk,ongelijk,neutraal
zoon,vader,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,zeer gelijk,neutraal
hart,operatie,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal
vrouw,secretaresse,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
man,vader,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer gelijk,gelijk
strand,eiland,gelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal
verhaal,onderwerp,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk
spel,plezier,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,gelijk,neutraal,gelijk,neutraal
weekend,week,gelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk
koppel,paar,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
vrouw,echtgenote,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,zeer gelijk,ongelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,zeer gelijk
schaap,vee,gelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,neutraal
portemonnee,tas,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk
dak,kathedraal,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
boon,koffie,gelijk,gelijk,neutraal,gelijk,gelijk,neutraal,neutraal,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
hout,papier,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk
bovenkant,zijkant,gelijk,ongelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,neutraal,neutraal,neutraal,ongelijk,ongelijk,gelijk,neutraal,neutraal
misdaad,fraude,ongelijk,gelijk,neutraal,zeer gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,neutraal
pijn,schade,neutraal,gelijk,neutraal,neutraal,neutraal,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
minnaar,partner,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,neutraal
avond,schemering,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,neutraal,zeer gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk
vader,dochter,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal
wijn,likeur,ongelijk,gelijk,neutraal,ongelijk,gelijk,neutraal,gelijk,ongelijk,gelijk,neutraal,neutraal,ongelijk,gelijk,gelijk,gelijk
koe,geit,neutraal,ongelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk
geloof,mening,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,neutraal
werkelijkheid,illusie,gelijk,gelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,zeer ongelijk
overeenkomst,voorwaarde,ongelijk,ongelijk,neutraal,neutraal,neutraal,neutraal,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk
rijkdom,armoede,zeer ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk
ongeval,noodgeval,neutraal,ongelijk,neutraal,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk
strijd,verovering,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
vriend,leraar,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal
ziekte,besmetting,gelijk,gelijk,neutraal,neutraal,neutraal,ongelijk,gelijk,ongelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk
spel,truc,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,neutraal
broer,zoon,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal
tante,neef,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk
arbeider,monteur,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,zeer gelijk
dokter,orthodontist,ongelijk,gelijk,gelijk,neutraal,zeer gelijk,gelijk,gelijk,neutraal,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk
eikenboom,esdoorn,ongelijk,gelijk,neutraal,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk
bij,koningin,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk
auto,fiets,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
doelwit,zoektocht,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk
augustus,maand,neutraal,gelijk,gelijk,ongelijk,gelijk,neutraal,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,neutraal
leger,ploeg,ongelijk,gelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,neutraal,neutraal,gelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk
wolk,weer,neutraal,ongelijk,neutraal,neutraal,gelijk,neutraal,ongelijk,neutraal,ongelijk,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal
arts,dokter,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,neutraal,zeer gelijk,zeer gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,neutraal,gelijk
ravijn,vallei,ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,zeer ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk
rivier,vallei,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
zon,lucht,neutraal,ongelijk,neutraal,gelijk,neutraal,neutraal,gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk
doel,pijl,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,zeer ongelijk,zeer gelijk,zeer gelijk,ongelijk,ongelijk,gelijk,gelijk,zeer ongelijk,zeer gelijk
chocolade,taart,neutraal,gelijk,ongelijk,neutraal,gelijk,gelijk,ongelijk,neutraal,gelijk,neutraal,gelijk,gelijk,ongelijk,zeer gelijk,gelijk
omstandigheid,situatie,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,zeer gelijk,gelijk,gelijk,gelijk
mening,keuze,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,zeer ongelijk,gelijk,gelijk,ongelijk,zeer ongelijk
ritme,melodie,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk
darm,zenuw,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk
dag,dageraad,ongelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk
vee,rundvlees,gelijk,zeer gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer gelijk,gelijk,zeer gelijk,ongelijk,zeer gelijk,ongelijk,gelijk,ongelijk
dokter,professor,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk
arm,ader,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal
kamer,bad,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
onderneming,bedrijf,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
plezier,voetbal,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk
heuvel,cliff,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk
botten,enkel,ongelijk,gelijk,ongelijk,gelijk,gelijk,neutraal,ongelijk,zeer gelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk
appel,snoep,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
helper,huishulp,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,neutraal,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk
leider,manager,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk
citroen,thee,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
bij,mier,ongelijk,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk
basketbal,honkbal,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
rijst,boon,gelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,zeer ongelijk,gelijk,gelijk,ongelijk,ongelijk
bed,meubels,ongelijk,zeer gelijk,gelijk,neutraal,neutraal,zeer gelijk,ongelijk,neutraal,gelijk,neutraal,neutraal,gelijk,ongelijk,zeer gelijk,gelijk
emotie,passie,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,zeer gelijk
anarchie,chaos,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
misdaad,overtreding,gelijk,gelijk,zeer gelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk
machine,aandrijving,gelijk,zeer gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk
strand,zee,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,gelijk,gelijk
steeg,kom,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer gelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
pot,fles,gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
kracht,vermogen,gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,ongelijk,zeer gelijk
zaad,mosterd,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk
gitaar,drumstel,ongelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
mening,idee,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk
noord,west,neutraal,zeer gelijk,ongelijk,gelijk,neutraal,zeer ongelijk,neutraal,zeer gelijk,ongelijk,neutraal,neutraal,gelijk,neutraal,zeer gelijk,gelijk
dieet,salade,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk
moeder,vrouw,gelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk
vader,moeder,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,gelijk,gelijk,zeer ongelijk,gelijk
kapitein,matroos,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,zeer gelijk,gelijk
meter,decimeter,gelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer ongelijk,gelijk
bier,champagne,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk
motor,boot,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,gelijk,gelijk,neutraal,ongelijk,gelijk
kaart,brug,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk
wetenschap,psychologie,gelijk,zeer ongelijk,neutraal,ongelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,gelijk,ongelijk,neutraal,neutraal,neutraal,gelijk
zondaar,heilige,gelijk,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
vernietiging,constructie,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,neutraal,zeer ongelijk,ongelijk
menigte,massa,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
strand,rif,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
man,kind,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk
brood,kaas,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
